Frequency (GHz),Theta (°),Phi (°),Gain phi,Gain theta
0.07,54.9999993,299.999995,0.315645903,0.312118411
0.07,54.9999993,304.999994,0.421401858,0.28324613
0.07,54.9999993,309.999993,0.537359834,0.251487106
0.07,54.9999993,314.999992,0.660523236,0.217643768
0.07,54.9999993,319.999991,0.787382782,0.18267177
0.07,54.9999993,324.99999,0.913987398,0.147662356
0.07,54.9999993,329.999989,1.03606439,0.113809034
0.07,54.9999993,334.999988,1.14919388,0.0823581815
0.07,54.9999993,339.999987,1.24902546,0.0545457453
0.07,54.9999993,345.000013,1.33152187,0.0315253288
0.07,54.9999993,350.000012,1.39320993,0.0142941037
0.07,54.9999993,355.000011,1.43141401,0.00362284947
0.07,54.9999993,360.00001,1.44444156,1.89485814e-08
0.07,60.0000017,0,1.44451416,2.45941436e-08
0.07,60.0000017,4.99999985,1.43156314,0.00272920355
0.07,60.0000017,9.99999971,1.39299929,0.0108118951
0.07,60.0000017,15.0000004,1.33058321,0.0238668472
0.07,60.0000017,19.9999994,1.24710584,0.0412909202
0.07,60.0000017,25.0000001,1.14618301,0.0623055398
0.07,60.0000017,30.0000008,1.03200328,0.0860134363
0.07,60.0000017,34.9999998,0.909056127,0.111459412
0.07,60.0000017,39.9999988,0.781869888,0.137688354
0.07,60.0000017,45.0000013,0.654783249,0.163795307
0.07,60.0000017,50.0000003,0.531765878,0.188963816
0.07,60.0000017,54.9999993,0.416297138,0.21249041
0.07,60.0000017,60.0000017,0.311303973,0.23379603
0.07,60.0000017,65.0000007,0.219151169,0.252425045
0.07,60.0000017,69.9999997,0.141671568,0.268035442
0.07,60.0000017,74.9999987,0.0802242756,0.280383199
0.07,60.0000017,79.9999977,0.0357654132,0.289303631
0.07,60.0000017,84.9999967,0.00891792681,0.294694185
0.07,60.0000017,90.0000025,2.99982785e-05,0.296499223
0.07,60.0000017,95.0000015,0.0092132967,0.294701397
0.07,60.0000017,100.000001,0.036356207,0.289317459
0.07,60.0000017,105,0.0811104327,0.280402571
0.07,60.0000017,109.999999,0.142852619,0.268058956
0.07,60.0000017,115.000004,0.220625967,0.252450824
0.07,60.0000017,120.000003,0.313069701,0.233822137
0.07,60.0000017,125.000002,0.418349087,0.212514788
0.07,60.0000017,130.000001,0.534096837,0.188984498
0.07,60.0000017,135,0.657382548,0.163810655
0.07,60.0000017,139.999999,0.784722805,0.137697175
0.07,60.0000017,144.999998,0.912143886,0.111461177
0.07,60.0000017,149.999997,1.03530264,0.0860083699
0.07,60.0000017,154.999996,1.14966536,0.0622946844
0.07,60.0000017,159.999995,1.25073874,0.0412761383
0.07,60.0000017,164.999994,1.33432972,0.0238507241
0.07,60.0000017,169.999993,1.39681971,0.0107976245
0.07,60.0000017,175.000006,1.43541515,0.00272032898
0.07,60.0000017,180.000005,1.44835472,2.32361302e-07
0.07,60.0000017,185.000004,1.43504298,0.00276614167
0.07,60.0000017,190.000003,1.39609659,0.0108839637
0.07,60.0000017,195.000002,1.33329618,0.0239675436
0.07,60.0000017,200.000001,1.2494514,0.0414094366
0.07,60.0000017,205,1.14819312,0.0624276772
0.07,60.0000017,209.999999,1.0337199,0.0861228853
0.07,60.0000017,214.999998,0.910527527,0.111539006
0.07,60.0000017,219.999997,0.78314501,0.137721524
0.07,60.0000017,224.999996,0.655906856,0.163767338
0.07,60.0000017,230.000009,0.532774687,0.188862815
0.07,60.0000017,235.000008,0.417218298,0.212308154
0.07,60.0000017,240.000007,0.312151611,0.233528435
0.07,60.0000017,245.000006,0.21992591,0.252072483
0.07,60.0000017,250.000005,0.142360851,0.267602742
0.07,60.0000017,255.000004,0.0808033943,0.279879004
0.07,60.0000017,260.000003,0.0361989439,0.288740277
0.07,60.0000017,265.000002,0.00916224439,0.294086695
0.07,60.0000017,270.000001,3.58637444e-05,0.295865089
0.07,60.0000017,275,0.00892890897,0.294059008
0.07,60.0000017,279.999999,0.0357305035,0.288685948
0.07,60.0000017,284.999998,0.0800964758,0.279800236
0.07,60.0000017,289.999997,0.141410947,0.267502666
0.07,60.0000017,294.999996,0.218727589,0.251955211
0.07,60.0000017,299.999995,0.310699701,0.233398467
0.07,60.0000017,304.999994,0.41550833,0.212170646
0.07,60.0000017,309.999993,0.530804038,0.188723072
0.07,60.0000017,314.999992,0.653674722,0.163630649
0.07,60.0000017,319.999991,0.780655086,0.137592703
0.07,60.0000017,324.99999,0.907787919,0.111422218
0.07,60.0000017,329.999989,1.030743,0.0860215276
0.07,60.0000017,334.999988,1.14499664,0.0623440668
0.07,60.0000017,339.999987,1.24605942,0.041344732
0.07,60.0000017,345.000013,1.32973802,0.0239215977
0.07,60.0000017,350.000012,1.39240527,0.010855699
0.07,60.0000017,355.000011,1.43125665,0.00275338301
0.07,60.0000017,360.00001,1.44451416,2.45941436e-08
0.07,65.0000007,0,1.44456077,3.19796669e-08
0.07,65.0000007,4.99999985,1.43141234,0.00194758619
0.07,65.0000007,9.99999971,1.39227355,0.00771442801
0.07,65.0000007,15.0000004,1.32898271,0.0170192346
0.07,65.0000007,19.9999994,1.24444783,0.0294180512
0.07,65.0000007,25.0000001,1.14242351,0.0443399549
0.07,65.0000007,30.0000008,1.0272398,0.0611304604
0.07,65.0000007,34.9999998,0.90351069,0.0790974647
0.07,65.0000007,39.9999988,0.775857568,0.0975549221
0.07,65.0000007,45.0000013,0.648669362,0.11585971
0.07,65.0000007,50.0000003,0.525919795,0.133439228
0.07,65.0000007,54.9999993,0.411047846,0.149808228
0.07,65.0000007,60.0000017,0.306903571,0.164575309
0.07,65.0000007,65.0000007,0.215748712,0.177440301
0.07,65.0000007,69.9999997,0.139300078,0.188185111
0.07,65.0000007,74.9999987,0.0788008273,0.196660116
0.07,65.0000007,79.9999977,0.0351032317,0.20276922
0.07,65.0000007,84.9999967,0.00874859188,0.206455439
0.07,65.0000007,90.0000025,3.30324001e-05,0.207689553
0.07,65.0000007,95.0000015,0.00905041117,0.206462517
0.07,65.0000007,100.000001,0.0357070528,0.202782854
0.07,65.0000007,105,0.0797068179,0.196679398
0.07,65.0000007,109.999999,0.1405081,0.188208714
0.07,65.0000007,115.000004,0.217258066,0.177466512
0.07,65.0000007,120.000003,0.308712006,0.164602339
0.07,65.0000007,125.000002,0.413150907,0.149834245
0.07,65.0000007,130.000001,0.528310657,0.133462384
0.07,65.0000007,135,0.651337802,0.115878381
0.07,65.0000007,139.999999,0.778788984,0.0975679234
0.07,65.0000007,144.999998,0.906686306,0.0791041702
0.07,65.0000007,149.999997,1.03063548,0.0611308888
0.07,65.0000007,154.999996,1.14601064,0.0443348698
0.07,65.0000007,159.999995,1.24819255,0.0294088796
0.07,65.0000007,164.999994,1.332847,0.0170081034
0.07,65.0000007,169.999993,1.39621592,0.0077040121
0.07,65.0000007,175.000006,1.43538916,0.00194089068
0.07,65.0000007,180.000005,1.4485271,2.13741259e-07
0.07,65.0000007,185.000004,1.43500793,0.00197714148
0.07,65.0000007,190.000003,1.39547539,0.00777255371
0.07,65.0000007,195.000002,1.33178902,0.0171014108
0.07,65.0000007,200.000001,1.24687576,0.0295164678
0.07,65.0000007,205,1.1445061,0.0444441997
0.07,65.0000007,209.999999,1.02902007,0.061228402
0.07,65.0000007,214.999998,0.905038238,0.0791763142
0.07,65.0000007,219.999997,0.777182579,0.0976022184
0.07,65.0000007,224.999996,0.649837434,0.115864284
0.07,65.0000007,230.000009,0.526968539,0.133391947
0.07,65.0000007,235.000008,0.412004799,0.149702564
0.07,65.0000007,240.000007,0.307782769,0.164407864
0.07,65.0000007,245.000006,0.216550648,0.177210853
0.07,65.0000007,250.000005,0.140011951,0.187896609
0.07,65.0000007,255.000004,0.0793975666,0.196318492
0.07,65.0000007,260.000003,0.0355490446,0.202382922
0.07,65.0000007,265.000002,0.00899936538,0.206035197
0.07,65.0000007,270.000001,3.90161331e-05,0.20724766
0.07,65.0000007,275,0.00875919033,0.206012309
0.07,65.0000007,279.999999,0.0350668281,0.20233804
0.07,65.0000007,284.999998,0.0786697567,0.196253404
0.07,65.0000007,289.999997,0.13903372,0.187813997
0.07,65.0000007,294.999996,0.21531634,0.17711398
0.07,65.0000007,299.999995,0.306286782,0.164300576
0.07,65.0000007,304.999994,0.41024223,0.149589211
0.07,65.0000007,309.999993,0.524936616,0.13327682
0.07,65.0000007,314.999992,0.647535145,0.115751848
0.07,65.0000007,319.999991,0.774613321,0.0974964052
0.07,65.0000007,324.99999,0.902210116,0.0790806338
0.07,65.0000007,329.999989,1.02594626,0.0611456186
0.07,65.0000007,334.999988,1.14120495,0.0443761721
0.07,65.0000007,339.999987,1.24337196,0.0294640865
0.07,65.0000007,345.000013,1.32811308,0.0170644708
0.07,65.0000007,350.000012,1.39166188,0.00775002129
0.07,65.0000007,355.000011,1.43109643,0.00196707994
0.07,65.0000007,360.00001,1.44456077,3.19796669e-08
0.07,69.9999997,0,1.44457865,4.11351486e-08
0.07,69.9999997,4.99999985,1.43125927,0.00127352308
0.07,69.9999997,9.99999971,1.39162493,0.00504438858
0.07,69.9999997,15.0000004,1.32758164,0.0111234104
0.07,69.9999997,19.9999994,1.24213803,0.0192125961
0.07,69.9999997,25.0000001,1.13916922,0.0289299469
0.07,69.9999997,30.0000008,1.02312744,0.0398394726
0.07,69.9999997,34.9999998,0.898733854,0.0514828116
0.07,69.9999997,39.9999988,0.770688355,0.0634088814
0.07,69.9999997,45.0000013,0.643422127,0.0751987323
0.07,69.9999997,50.0000003,0.520910561,0.0864836201
0.07,69.9999997,54.9999993,0.406557024,0.0969556347
0.07,69.9999997,60.0000017,0.303144276,0.106371008
0.07,69.9999997,65.0000007,0.212845743,0.114547275
0.07,69.9999997,69.9999997,0.137279108,0.12135613
0.07,69.9999997,74.9999987,0.0775891542,0.126713201
0.07,69.9999997,79.9999977,0.0345402695,0.130567238
0.07,69.9999997,84.9999967,0.00860497169,0.132889867
0.07,69.9999997,90.0000025,3.56562814e-05,0.133667558
0.07,69.9999997,95.0000015,0.00891121943,0.132896304
0.07,69.9999997,100.000001,0.0351530425,0.130579665
0.07,69.9999997,105,0.0785088018,0.126730934
0.07,69.9999997,109.999999,0.138505831,0.121377967
0.07,69.9999997,115.000004,0.214379027,0.114571787
0.07,69.9999997,120.000003,0.304982215,0.106396616
0.07,69.9999997,125.000002,0.408695489,0.0969807208
0.07,69.9999997,130.000001,0.523343205,0.0865065902
0.07,69.9999997,135,0.646138668,0.0752181485
0.07,69.9999997,139.999999,0.773674369,0.0634236634
0.07,69.9999997,144.999998,0.901970625,0.0514922775
0.07,69.9999997,149.999997,1.02659059,0.039843522
0.07,69.9999997,154.999996,1.14282966,0.028929051
0.07,69.9999997,159.999995,1.24596107,0.0192078464
0.07,69.9999997,164.999994,1.33152854,0.0111164507
0.07,69.9999997,169.999993,1.39565337,0.00503733428
0.07,69.9999997,175.000006,1.43532383,0.00126879138
0.07,69.9999997,180.000005,1.44863331,1.92342128e-07
0.07,69.9999997,185.000004,1.43493569,0.00129561429
0.07,69.9999997,190.000003,1.39489961,0.00508828042
0.07,69.9999997,195.000002,1.33045232,0.0111863958
0.07,69.9999997,200.000001,1.24462247,0.0192896519
0.07,69.9999997,205,1.14130127,0.0290141944
0.07,69.9999997,209.999999,1.02495122,0.0399227589
0.07,69.9999997,214.999998,0.900299966,0.0515564159
0.07,69.9999997,219.999997,0.772047997,0.0634642243
0.07,69.9999997,224.999996,0.644621551,0.075227946
0.07,69.9999997,230.000009,0.521987677,0.0864802152
0.07,69.9999997,235.000008,0.407539427,0.0969147533
0.07,69.9999997,240.000007,0.304046154,0.106289797
0.07,69.9999997,245.000006,0.213667333,0.1144251
0.07,69.9999997,250.000005,0.138007313,0.1211944
0.07,69.9999997,255.000004,0.0781985447,0.126515269
0.07,69.9999997,260.000003,0.0349948183,0.130338311
0.07,69.9999997,265.000002,0.00886030216,0.132636592
0.07,69.9999997,270.000001,4.17196497e-05,0.133397818
0.07,69.9999997,275,0.00861524604,0.132618636
0.07,69.9999997,279.999999,0.034502767,0.130303085
0.07,69.9999997,284.999998,0.0774558261,0.126464233
0.07,69.9999997,289.999997,0.137008891,0.121129617
0.07,69.9999997,294.999996,0.212407351,0.114349216
0.07,69.9999997,299.999995,0.302518815,0.106205836
0.07,69.9999997,304.999994,0.405739576,0.0968260542
0.07,69.9999997,309.999993,0.519912243,0.0863902494
0.07,69.9999997,314.999992,0.642269433,0.0751401931
0.07,69.9999997,319.999991,0.76942277,0.0633818135
0.07,69.9999997,324.99999,0.897409797,0.0514820963
0.07,69.9999997,329.999989,1.02180922,0.0398586728
0.07,69.9999997,334.999988,1.1379261,0.0289617572
0.07,69.9999997,339.999987,1.24103975,0.0192494951
0.07,69.9999997,345.000013,1.32669318,0.0111582875
0.07,69.9999997,350.000012,1.39100015,0.00507129775
0.07,69.9999997,355.000011,1.43093681,0.00128811959
0.07,69.9999997,360.00001,1.44457865,4.11351486e-08
0.07,74.9999987,0,1.4445653,5.21189918e-08
0.07,74.9999987,4.99999985,1.43110776,0.000727457053
0.07,74.9999987,9.99999971,1.39107251,0.0028820564
0.07,74.9999987,15.0000004,1.32642043,0.00635326514
0.07,74.9999987,19.9999994,1.2402432,0.0109672267
0.07,74.9999987,25.0000001,1.13651407,0.0165016465
0.07,74.9999987,30.0000008,1.01978302,0.0227036905
0.07,74.9999987,34.9999998,0.89485836,0.0293087885
0.07,74.9999987,39.9999988,0.766503096,0.0360580832
0.07,74.9999987,45.0000013,0.639181137,0.0427129641
0.07,74.9999987,50.0000003,0.516868412,0.049065385
0.07,74.9999987,54.9999993,0.402938187,0.0549437404
0.07,74.9999987,60.0000017,0.300119042,0.0602143183
0.07,74.9999987,65.0000007,0.210512429,0.0647792071
0.07,74.9999987,69.9999997,0.135656551,0.068571493
0.07,74.9999987,74.9999987,0.0766173154,0.0715490803
0.07,74.9999987,79.9999977,0.0340892747,0.0736878887
0.07,74.9999987,84.9999967,0.00849019829,0.0749757141
0.07,74.9999987,90.0000025,3.77858887e-05,0.075407289
0.07,74.9999987,95.0000015,0.00879906397,0.074981086
0.07,74.9999987,100.000001,0.0347073227,0.073698312
0.07,74.9999987,105,0.0775450319,0.0715639591
0.07,74.9999987,109.999999,0.136894166,0.068589896
0.07,74.9999987,115.000004,0.212059736,0.0648000166
0.07,74.9999987,120.000003,0.301974237,0.0602362938
0.07,74.9999987,125.000002,0.405097485,0.0549655557
0.07,74.9999987,130.000001,0.519325316,0.0490857549
0.07,74.9999987,135,0.641925812,0.0427307114
0.07,74.9999987,139.999999,0.769520998,0.0360722952
0.07,74.9999987,144.999998,0.898130894,0.0293188598
0.07,74.9999987,149.999997,1.02328539,0.0227094479
0.07,74.9999987,154.999996,1.14021683,0.0165033583
0.07,74.9999987,159.999995,1.24411201,0.0109656435
0.07,74.9999987,164.999994,1.33041549,0.00634956313
0.07,74.9999987,169.999993,1.39515054,0.00287778862
0.07,74.9999987,175.000006,1.4352237,0.000724421174
0.07,74.9999987,180.000005,1.44867194,1.69281535e-07
0.07,74.9999987,185.000004,1.43483043,0.000742517819
0.07,74.9999987,190.000003,1.39438736,0.00291238446
0.07,74.9999987,195.000002,1.32932591,0.00639762497
0.07,74.9999987,200.000001,1.24275792,0.0110229477
0.07,74.9999987,205,1.13867176,0.0165648535
0.07,74.9999987,209.999999,1.02162933,0.0227696616
0.07,74.9999987,214.999998,0.896444619,0.0293723308
0.07,74.9999987,219.999997,0.767880917,0.0361139588
0.07,74.9999987,224.999996,0.64039737,0.0427562743
0.07,74.9999987,230.000009,0.517961323,0.0490919277
0.07,74.9999987,235.000008,0.403935343,0.0549501702
0.07,74.9999987,240.000007,0.301034272,0.0601984486
0.07,74.9999987,245.000006,0.211345837,0.0647400618
0.07,74.9999987,250.000005,0.13639468,0.0685093179
0.07,74.9999987,255.000004,0.0772345141,0.0714652985
0.07,74.9999987,260.000003,0.03454924,0.0735849515
0.07,74.9999987,265.000002,0.00874835532,0.0748570561
0.07,74.9999987,270.000001,4.38989082e-05,0.0752770379
0.07,74.9999987,275,0.00850017089,0.0748439878
0.07,74.9999987,279.999999,0.0340509191,0.0735593587
0.07,74.9999987,284.999998,0.0764823407,0.0714281946
0.07,74.9999987,289.999997,0.135383576,0.0684622601
0.07,74.9999987,294.999996,0.21006982,0.0646849424
0.07,74.9999987,299.999995,0.299487501,0.0601375252
0.07,74.9999987,304.999994,0.402112603,0.0548858978
0.07,74.9999987,309.999993,0.515859306,0.0490268283
0.07,74.9999987,314.999992,0.638015211,0.0426928923
0.07,74.9999987,319.999991,0.765221894,0.0360545777
0.07,74.9999987,324.99999,0.893517137,0.0293189269
0.07,74.9999987,329.999989,1.01844668,0.0227237865
0.07,74.9999987,334.999988,1.13525283,0.0165275019
0.07,74.9999987,339.999987,1.23912859,0.0109945191
0.07,74.9999987,345.000013,1.32551813,0.00637789257
0.07,74.9999987,350.000012,1.39043772,0.00290058833
0.07,74.9999987,355.000011,1.43077981,0.000737383147
0.07,74.9999987,360.00001,1.4445653,5.21189918e-08
0.07,79.9999977,0,1.44451988,6.496753e-08
0.07,79.9999977,4.99999985,1.43096077,0.00032591811
0.07,79.9999977,9.99999971,1.39063084,0.00129220833
0.07,79.9999977,15.0000004,1.32553279,0.00284850388
0.07,79.9999977,19.9999994,1.23881853,0.00491562113
0.07,79.9999977,25.0000001,1.13453305,0.00739250379
0.07,79.9999977,30.0000008,1.01729989,0.0101645114
0.07,79.9999977,34.9999998,0.891990542,0.0131120784
0.07,79.9999977,39.9999988,0.76341331,0.0161187313
0.07,79.9999977,45.0000013,0.636056244,0.019077694
0.07,79.9999977,50.0000003,0.513894975,0.0218965262
0.07,79.9999977,54.9999993,0.400280148,0.0244996529
0.07,79.9999977,60.0000017,0.297899812,0.0268289242
0.07,79.9999977,65.0000007,0.2088027,0.0288424492
0.07,79.9999977,69.9999997,0.134468868,0.030512318
0.07,79.9999977,74.9999987,0.0759067312,0.0318215787
0.07,79.9999977,79.9999977,0.0337599479,0.0327610783
0.07,79.9999977,84.9999967,0.00840664376,0.0333266146
0.07,79.9999977,90.0000025,3.93530536e-05,0.0335165747
0.07,79.9999977,95.0000015,0.00871650688,0.0333305337
0.07,79.9999977,100.000001,0.0343800001,0.0327686891
0.07,79.9999977,105,0.0768374354,0.0318324454
0.07,79.9999977,109.999999,0.135710508,0.0305258334
0.07,79.9999977,115.000004,0.210355073,0.0288578179
0.07,79.9999977,120.000003,0.299761057,0.0268452708
0.07,79.9999977,125.000002,0.402446508,0.024516046
0.07,79.9999977,130.000001,0.516360044,0.0219120514
0.07,79.9999977,135,0.638810039,0.0190915242
0.07,79.9999977,139.999999,0.766441524,0.0161301848
0.07,79.9999977,144.999998,0.895273924,0.0131206959
0.07,79.9999977,149.999997,1.02081454,0.010170118
0.07,79.9999977,154.999996,1.13824892,0.00739522325
0.07,79.9999977,159.999995,1.24270093,0.00491589727
0.07,79.9999977,164.999994,1.32954228,0.00284708105
0.07,79.9999977,169.999993,1.39472425,0.00129008212
0.07,79.9999977,175.000006,1.43509197,0.000324263325
0.07,79.9999977,180.000005,1.44864213,1.45676992e-07
0.07,79.9999977,185.000004,1.43469536,0.000334842654
0.07,79.9999977,190.000003,1.3939544,0.00131050067
0.07,79.9999977,195.000002,1.32844353,0.00287593063
0.07,79.9999977,200.000001,1.24133599,0.00495121581
0.07,79.9999977,205,1.1366924,0.00743465684
0.07,79.9999977,209.999999,1.01914728,0.0102111055
0.07,79.9999977,214.999998,0.893577516,0.0131606665
0.07,79.9999977,219.999997,0.764792442,0.0161667317
0.07,79.9999977,224.999996,0.637274802,0.0191225633
0.07,79.9999977,230.000009,0.514990866,0.0219359323
0.07,79.9999977,235.000008,0.40128094,0.024531614
0.07,79.9999977,240.000007,0.298819095,0.0268519092
0.07,79.9999977,245.000006,0.20964025,0.0288554691
0.07,79.9999977,250.000005,0.135210857,0.0305149145
0.07,79.9999977,255.000004,0.0765271336,0.031813845
0.07,79.9999977,260.000003,0.0342222489,0.0327436626
0.07,79.9999977,265.000002,0.0086660469,0.0333006121
0.07,79.9999977,270.000001,4.54934743e-05,0.033483509
0.07,79.9999977,275,0.00841630716,0.03329226
0.07,79.9999977,279.999999,0.0337208398,0.0327272974
0.07,79.9999977,284.999998,0.0757704005,0.0317901634
0.07,79.9999977,289.999997,0.134193689,0.0304848831
0.07,79.9999977,294.999996,0.208356917,0.0288203266
0.07,79.9999977,299.999995,0.297263741,0.0268131122
0.07,79.9999977,304.999994,0.399448544,0.024490742
0.07,79.9999977,309.999993,0.51287812,0.021894617
0.07,79.9999977,314.999992,0.63488096,0.0190824177
0.07,79.9999977,319.999991,0.762121081,0.0161292311
0.07,79.9999977,324.99999,0.890636683,0.0131270606
0.07,79.9999977,329.999989,1.01595032,0.010182362
0.07,79.9999977,334.999988,1.13325894,0.00741138449
0.07,79.9999977,339.999987,1.23769164,0.00493363244
0.07,79.9999977,345.000013,1.3246206,0.0028638416
0.07,79.9999977,350.000012,1.3899889,0.00130336429
0.07,79.9999977,355.000011,1.43062901,0.000331786869
0.07,79.9999977,360.00001,1.44451988,6.496753e-08
0.07,84.9999967,0,1.44444084,7.96406994e-08
0.07,84.9999967,4.99999985,1.43082023,8.1019396e-05
0.07,84.9999967,9.99999971,1.39031184,0.00032223179
0.07,84.9999967,15.0000004,1.32494283,0.000710979453
0.07,84.9999967,19.9999994,1.23790288,0.00122728373
0.07,84.9999967,25.0000001,1.13328147,0.00184567878
0.07,84.9999967,30.0000008,1.01574624,0.00253732083
0.07,84.9999967,34.9999998,0.890206695,0.00327218673
0.07,84.9999967,39.9999988,0.761499643,0.00402110862
0.07,84.9999967,45.0000013,0.634126782,0.00475742575
0.07,84.9999967,50.0000003,0.512063324,0.00545815192
0.07,84.9999967,54.9999993,0.398646057,0.00610459549
0.07,84.9999967,60.0000017,0.296537578,0.00668246811
0.07,84.9999967,65.0000007,0.207754821,0.00718157692
0.07,84.9999967,69.9999997,0.133741885,0.00759522058
0.07,84.9999967,74.9999987,0.0754724145,0.00791941211
0.07,84.9999967,79.9999977,0.0335590914,0.00815207697
0.07,84.9999967,84.9999967,0.00835595373,0.00829230901
0.07,84.9999967,90.0000025,4.0307641e-05,0.0083397869
0.07,84.9999967,95.0000015,0.00866534561,0.00829441473
0.07,84.9999967,100.000001,0.0341781601,0.00815617293
0.07,84.9999967,105,0.0764015242,0.00792527385
0.07,84.9999967,109.999999,0.13498123,0.00760252774
0.07,84.9999967,115.000004,0.209303901,0.00718992576
0.07,84.9999967,120.000003,0.298394561,0.00669140369
0.07,84.9999967,125.000002,0.400806755,0.00611363165
0.07,84.9999967,130.000001,0.51452142,0.0054668095
0.07,84.9999967,135,0.636871934,0.00476526329
0.07,84.9999967,139.999999,0.764517546,0.00402776338
0.07,84.9999967,144.999998,0.893478155,0.003277404
0.07,84.9999967,149.999997,1.01924694,0.00254098
0.07,84.9999967,154.999996,1.13698196,0.00184781535
0.07,84.9999967,159.999995,1.24176872,0.00122809154
0.07,84.9999967,164.999994,1.32893455,0.0007108032
0.07,84.9999967,169.999993,1.39438677,0.000321545347
0.07,84.9999967,175.000006,1.43493271,8.03898147e-05
0.07,84.9999967,180.000005,1.44854403,1.22558646e-07
0.07,84.9999967,185.000004,1.43453383,8.50741926e-05
0.07,84.9999967,190.000003,1.39361262,0.00033072033
0.07,84.9999967,195.000002,1.32783043,0.00072409882
0.07,84.9999967,200.000001,1.24039733,0.00124498853
0.07,84.9999967,205,1.13541842,0.0018676843
0.07,84.9999967,209.999999,1.01757288,0.00256312476
0.07,84.9999967,214.999998,0.891775489,0.00330110826
0.07,84.9999967,219.999997,0.762863398,0.00405233586
0.07,84.9999967,224.999996,0.635332584,0.0047900686
0.07,84.9999967,230.000009,0.513149381,0.00549130095
0.07,84.9999967,235.000008,0.399639398,0.00613736315
0.07,84.9999967,240.000007,0.297451764,0.00671404321
0.07,84.9999967,245.000006,0.208588883,0.00721125677
0.07,84.9999967,250.000005,0.134481728,0.00762243569
0.07,84.9999967,255.000004,0.0760916471,0.00794374943
0.07,84.9999967,260.000003,0.0340208188,0.00817328598
0.07,84.9999967,265.000002,0.0086151557,0.00831030123
0.07,84.9999967,270.000001,4.6459445e-05,0.00835463963
0.07,84.9999967,275,0.00836527906,0.00830635056
0.07,84.9999967,279.999999,0.033519201,0.00816554949
0.07,84.9999967,284.999998,0.0753347874,0.00793255679
0.07,84.9999967,289.999997,0.133464813,0.00760825211
0.07,84.9999967,294.999996,0.207306296,0.00719468156
0.07,84.9999967,299.999995,0.295897901,0.0066957674
0.07,84.9999967,304.999994,0.397809684,0.00611814484
0.07,84.9999967,309.999993,0.511040628,0.0054719192
0.07,84.9999967,314.999992,0.632944465,0.00477128848
0.07,84.9999967,319.999991,0.760199249,0.00403485075
0.07,84.9999967,324.99999,0.888844013,0.0032855079
0.07,84.9999967,329.999989,1.01438737,0.00254985155
0.07,84.9999967,334.999988,1.13199842,0.00185700972
0.07,84.9999967,339.999987,1.23676813,0.00123699219
0.07,84.9999967,345.000013,1.32402384,0.000718665775
0.07,84.9999967,350.000012,1.38966477,0.000327561836
0.07,84.9999967,355.000011,1.43048608,8.37487823e-05
0.07,84.9999967,360.00001,1.44444084,7.96406994e-08
0.07,90.0000025,0,1.44432783,9.59733981e-08
0.07,90.0000025,4.99999985,1.43068731,9.32724546e-08
0.07,90.0000025,9.99999971,1.39012134,7.8111816e-07
0.07,90.0000025,15.0000004,1.32466507,2.12569148e-06
0.07,90.0000025,19.9999994,1.23752105,4.07258676e-06
0.07,90.0000025,25.0000001,1.13279247,6.54908354e-06
0.07,90.0000025,30.0000008,1.01516247,9.46700493e-06
0.07,90.0000025,34.9999998,0.889553189,1.27260237e-05
0.07,90.0000025,39.9999988,0.760810554,1.62171636e-05
0.07,90.0000025,45.0000013,0.633440435,1.9826477e-05
0.07,90.0000025,50.0000003,0.511417449,2.34385516e-05
0.07,90.0000025,54.9999993,0.398073554,2.69399497e-05
0.07,90.0000025,60.0000017,0.296063036,3.02224144e-05
0.07,90.0000025,65.0000007,0.207391366,3.318577e-05
0.07,90.0000025,69.9999997,0.13349086,3.5740577e-05
0.07,90.0000025,74.9999987,0.0753232315,3.7810405e-05
0.07,90.0000025,79.9999977,0.0334906541,3.93337541e-05
0.07,90.0000025,84.9999967,0.00833908096,4.02656224e-05
0.07,90.0000025,90.0000025,4.0619183e-05,4.05785358e-05
0.07,90.0000025,95.0000015,0.00864666607,4.02633959e-05
0.07,90.0000025,100.000001,0.0341060124,3.93294904e-05
0.07,90.0000025,105,0.0762465224,3.78045115e-05
0.07,90.0000025,109.999999,0.134721994,3.57335848e-05
0.07,90.0000025,115.000004,0.208929598,3.3178334e-05
0.07,90.0000025,120.000003,0.297905922,3.02152439e-05
0.07,90.0000025,125.000002,0.400216848,2.69337179e-05
0.07,90.0000025,130.000001,0.513854146,2.34339041e-05
0.07,90.0000025,135,0.636160076,1.98238813e-05
0.07,90.0000025,139.999999,0.763798773,1.62169308e-05
0.07,90.0000025,144.999998,0.892790854,1.27282246e-05
0.07,90.0000025,149.999997,1.01862538,9.47150238e-06
0.07,90.0000025,154.999996,1.13645136,6.55549093e-06
0.07,90.0000025,159.999995,1.24134123,4.08031929e-06
0.07,90.0000025,164.999994,1.32860839,2.13399539e-06
0.07,90.0000025,169.999993,1.39414561,7.89138255e-07
0.07,90.0000025,175.000006,1.43474805,1.00117425e-07
0.07,90.0000025,180.000005,1.44837892,1.00797813e-07
0.07,90.0000025,185.000004,1.43434846,8.03013279e-07
0.07,90.0000025,190.000003,1.39336991,2.19591425e-06
0.07,90.0000025,195.000002,1.32750177,4.2462093e-06
0.07,90.0000025,200.000001,1.23996651,6.89928584e-06
0.07,90.0000025,205,1.13488436,1.00811394e-05
0.07,90.0000025,209.999999,1.01694798,1.37009529e-05
