Frequency (GHz),Theta (°),Phi (°),Gain phi,Gain theta
0.035,135,200.000001,1.20072222,0.0795890167
0.035,135,205,1.11478734,0.121314786
0.035,135,209.999999,1.01565218,0.169463724
0.035,135,214.999998,0.906473815,0.222499326
0.035,135,219.999997,0.790685833,0.278750747
0.035,135,224.999996,0.671881199,0.336470068
0.035,135,230.000009,0.553693652,0.3938905
0.035,135,235.000008,0.439685464,0.449280202
0.035,135,240.000007,0.333241493,0.500994503
0.035,135,245.000006,0.23747693,0.547519982
0.035,135,250.000005,0.155156836,0.587513924
0.035,135,255.000004,0.0886295512,0.619836271
0.035,135,260.000003,0.0397733822,0.643575013
0.035,135,265.000002,0.00995655823,0.658066452
0.035,135,270.000001,9.34932268e-06,0.662907124
0.035,135,275,0.0102077657,0.657962859
0.035,135,279.999999,0.0402682349,0.643370688
0.035,135,284.999998,0.0893531442,0.619536936
0.035,135,289.999997,0.156087264,0.587128401
0.035,135,294.999996,0.238585919,0.547059178
0.035,135,299.999995,0.334495217,0.500471652
0.035,135,304.999994,0.441045463,0.448710591
0.035,135,309.999993,0.555117726,0.393290788
0.035,135,314.999992,0.673324823,0.335858375
0.035,135,319.999991,0.792103648,0.278145194
0.035,135,324.99999,0.90782094,0.221918508
0.035,135,329.999989,1.0168854,0.168925554
0.035,135,334.999988,1.11586583,0.120836213
0.035,135,339.999987,1.20161021,0.0791853964
0.035,135,345.000013,1.27135789,0.0453173183
0.035,135,350.000012,1.32284307,0.0203361195
0.035,135,355.000011,1.35438144,0.00506225275
0.035,135,360.00001,1.36493695,1.00823104e-06
0.035,139.999999,0,1.3651011,1.00846091e-06
0.035,139.999999,4.99999985,1.3543756,0.00623349985
0.035,139.999999,9.99999971,1.32276642,0.0244498551
0.035,139.999999,15.0000004,1.27129865,0.0540614799
0.035,139.999999,19.9999994,1.20163381,0.0941135362
0.035,139.999999,25.0000001,1.11600959,0.143320993
0.035,139.999999,30.0000008,1.01715517,0.200116113
0.035,139.999999,34.9999998,0.908194363,0.262705296
0.035,139.999999,39.9999988,0.792534947,0.329131722
0.035,139.999999,45.0000013,0.673754454,0.397341967
0.035,139.999999,50.0000003,0.55548346,0.465252548
0.035,139.999999,54.9999993,0.441292554,0.53081429
0.035,139.999999,60.0000017,0.334587991,0.592073441
0.035,139.999999,65.0000007,0.238515079,0.647225976
0.035,139.999999,69.9999997,0.15587461,0.694665909
0.035,139.999999,74.9999987,0.0890521109,0.733025432
0.035,139.999999,79.9999977,0.0399604663,0.761207879
0.035,139.999999,84.9999967,0.00999572221,0.778413355
0.035,139.999999,90.0000025,6.08520759e-06,0.784155428
0.035,139.999999,95.0000015,0.0102735683,0.778272271
0.035,139.999999,100.000001,0.0405079275,0.760929942
0.035,139.999999,105,0.0898529515,0.732618988
0.035,139.999999,109.999999,0.156905055,0.694143832
0.035,139.999999,115.000004,0.239744753,0.646603823
0.035,139.999999,120.000003,0.335980296,0.591370583
0.035,139.999999,125.000002,0.442806035,0.530052304
0.035,139.999999,130.000001,0.557073295,0.464454889
0.035,139.999999,135,0.675373793,0.396533042
0.035,139.999999,139.999999,0.794135749,0.328336239
0.035,139.999999,144.999998,0.909729302,0.261947453
0.035,139.999999,149.999997,1.01857936,0.199419081
0.035,139.999999,154.999996,1.11728132,0.142705709
0.035,139.999999,159.999995,1.20271659,0.0935984179
0.035,139.999999,164.999994,1.2721616,0.0536617041
0.035,139.999999,169.999993,1.32338572,0.0241769403
0.035,139.999999,175.000006,1.35473502,0.0060948832
0.035,139.999999,180.000005,1.36519277,3.31673666e-09
0.035,139.999999,185.000004,1.35441947,0.006087841
0.035,139.999999,190.000003,1.32276535,0.02415777
0.035,139.999999,195.000002,1.27125728,0.0536206998
0.035,139.999999,200.000001,1.20155966,0.0935216174
0.035,139.999999,205,1.11591077,0.142575711
0.035,139.999999,209.999999,1.01704073,0.199215993
0.035,139.999999,214.999998,0.908073723,0.261650026
0.035,139.999999,219.999997,0.79241699,0.327922821
0.035,139.999999,224.999996,0.673646748,0.395982981
0.035,139.999999,230.000009,0.555391669,0.463749766
0.035,139.999999,235.000008,0.441221327,0.529176354
0.035,139.999999,240.000007,0.334538907,0.590312064
0.035,139.999999,245.000006,0.238487542,0.645355642
0.035,139.999999,250.000005,0.155865625,0.692703903
0.035,139.999999,255.000004,0.0890568197,0.730990767
0.035,139.999999,260.000003,0.0399722196,0.759122252
0.035,139.999999,265.000002,0.01000675,0.77629894
0.035,139.999999,270.000001,8.01053466e-06,0.782035232
0.035,139.999999,275,0.0102580218,0.776169658
0.035,139.999999,279.999999,0.0404672027,0.758867443
0.035,139.999999,284.999998,0.0897805989,0.73061806
0.035,139.999999,289.999997,0.156796396,0.69222343
0.035,139.999999,294.999996,0.239596993,0.644782066
0.035,139.999999,299.999995,0.335793376,0.589661717
0.035,139.999999,304.999994,0.442582339,0.528468311
0.035,139.999999,309.999993,0.556817412,0.463005066
0.035,139.999999,314.999992,0.675092638,0.395224124
0.035,139.999999,319.999991,0.793837965,0.327172518
0.035,139.999999,324.99999,0.909424841,0.260931015
0.035,139.999999,329.999989,1.01827919,0.198550537
0.035,139.999999,334.999988,1.11699581,0.141984627
0.035,139.999999,339.999987,1.20245624,0.0930236056
0.035,139.999999,345.000013,1.27193522,0.0532316454
0.035,139.999999,350.000012,1.32320058,0.023890825
0.035,139.999999,355.000011,1.3545953,0.00595224649
0.035,139.999999,360.00001,1.3651011,1.00846091e-06
0.035,144.999998,0,1.36525953,9.92686068e-07
0.035,144.999998,4.99999985,1.35458279,0.00711509632
0.035,144.999998,9.99999971,1.32311416,0.0279336385
0.035,144.999998,15.0000004,1.27186072,0.0617922395
0.035,144.999998,19.9999994,1.2024579,0.107612059
0.035,144.999998,25.0000001,1.11711013,0.163939014
0.035,144.999998,30.0000008,1.01851273,0.228995487
0.035,144.999998,34.9999998,0.909757018,0.300742865
0.035,144.999998,39.9999988,0.794225276,0.37695086
0.035,144.999998,45.0000013,0.67547816,0.4552719
0.035,144.999998,50.0000003,0.557141364,0.533316016
0.035,144.999998,54.9999993,0.442792475,0.608724952
0.035,144.999998,60.0000017,0.335855812,0.679242194
0.035,144.999998,65.0000007,0.239503369,0.742777288
0.035,144.999998,69.9999997,0.156568527,0.797463536
0.035,144.999998,74.9999987,0.0894711539,0.841706872
0.035,144.999998,79.9999977,0.0401561782,0.874225914
0.035,144.999998,84.9999967,0.0100456597,0.894084275
0.035,144.999998,90.0000025,4.74697754e-06,0.900711298
0.035,144.999998,95.0000015,0.0103213368,0.893917799
0.035,144.999998,100.000001,0.0406993032,0.873898566
0.035,144.999998,105,0.0902655274,0.841228366
0.035,144.999998,109.999999,0.157590449,0.796848595
0.035,144.999998,115.000004,0.240722433,0.742044568
0.035,144.999998,120.000003,0.33723554,0.678414404
0.035,144.999998,125.000002,0.444291681,0.607827425
0.035,144.999998,130.000001,0.558715224,0.532376349
0.035,144.999998,135,0.677080095,0.454318762
0.035,144.999998,139.999999,0.79580754,0.376013309
0.035,144.999998,144.999998,0.911272764,0.29984951
0.035,144.999998,149.999997,1.01991725,0.22817345
0.035,144.999998,154.999996,1.11836231,0.163213134
0.035,144.999998,159.999995,1.20352113,0.107004158
0.035,144.999998,164.999994,1.27270508,0.0613202527
0.035,144.999998,169.999993,1.32371581,0.0276113003
0.035,144.999998,175.000006,1.35492611,0.00695137912
0.035,144.999998,180.000005,1.36533618,1.38733158e-08
0.035,144.999998,185.000004,1.35461295,0.00697768293
0.035,144.999998,190.000003,1.32310081,0.0276579782
0.035,144.999998,195.000002,1.27180874,0.0613759272
0.035,144.999998,200.000001,1.2023741,0.107052431
0.035,144.999998,205,1.11700332,0.163233504
0.035,144.999998,209.999999,1.01839113,0.228142217
0.035,144.999998,214.999998,0.909630001,0.29974106
0.035,144.999998,219.999997,0.794101536,0.375801623
0.035,144.999998,224.999996,0.67536509,0.453978121
0.035,144.999998,230.000009,0.557044685,0.531883478
0.035,144.999998,235.000008,0.442716599,0.607161403
0.035,144.999998,240.000007,0.335802257,0.67755878
0.035,144.999998,245.000006,0.239471674,0.740987957
0.035,144.999998,250.000005,0.156555846,0.795584917
0.035,144.999998,255.000004,0.0894727558,0.839757502
0.035,144.999998,260.000003,0.040165633,0.872226715
0.035,144.999998,265.000002,0.01005542,0.892056584
0.035,144.999998,270.000001,6.67869926e-06,0.898678184
0.035,144.999998,275,0.0103073008,0.891901731
0.035,144.999998,279.999999,0.0406618118,0.87192142
0.035,144.999998,284.999998,0.0901983008,0.839311242
0.035,144.999998,289.999997,0.157488868,0.795010149
0.035,144.999998,294.999996,0.240583912,0.740301847
0.035,144.999998,299.999995,0.337059975,0.676781416
0.035,144.999998,304.999994,0.444081187,0.606315613
0.035,144.999998,309.999993,0.558474481,0.530994475
0.035,144.999998,314.999992,0.676815689,0.453072995
0.035,144.999998,319.999991,0.795527816,0.374907374
0.035,144.999998,324.99999,0.910987377,0.298885018
0.035,144.999998,329.999989,1.01963663,0.227350548
0.035,144.999998,334.999988,1.11809671,0.162530839
0.035,144.999998,339.999987,1.20328009,0.106460929
0.035,144.999998,345.000013,1.27249742,0.0609142035
0.035,144.999998,350.000012,1.32354808,0.0273413658
0.035,144.999998,355.000011,1.35480261,0.0068168873
0.035,144.999998,360.00001,1.36525953,9.92686068e-07
0.035,149.999997,0,1.36540759,9.61184014e-07
0.035,149.999997,4.99999985,1.35477567,0.00794014428
0.035,149.999997,9.99999971,1.32343781,0.0311985034
0.035,149.999997,15.0000004,1.27238536,0.0690425187
0.035,149.999997,19.9999994,1.20322788,0.120279968
0.035,149.999997,25.0000001,1.11813998,0.183301598
0.035,149.999997,30.0000008,1.01978421,0.256136388
0.035,149.999997,34.9999998,0.911221743,0.336518794
0.035,149.999997,39.9999988,0.795810342,0.421963573
0.035,149.999997,45.0000013,0.677095711,0.509847403
0.035,149.999997,50.0000003,0.558698058,0.597490966
0.035,149.999997,54.9999993,0.444201678,0.682242513
0.035,149.999997,60.0000017,0.337047338,0.761556327
0.035,149.999997,65.0000007,0.240432531,0.833067179
0.035,149.999997,69.9999997,0.157221109,0.894656181
0.035,149.999997,74.9999987,0.0898653269,0.944509864
0.035,149.999997,79.9999977,0.0403402895,0.981167018
0.035,149.999997,84.9999967,0.0100926431,1.00355804
0.035,149.999997,90.0000025,3.53390988e-06,1.01103055
0.035,149.999997,95.0000015,0.0103664091,1.0033679
0.035,149.999997,100.000001,0.0408796035,0.98079288
0.035,149.999997,105,0.0906540081,0.943962872
0.035,149.999997,109.999999,0.158235505,0.893953264
0.035,149.999997,115.000004,0.241642281,0.832229674
0.035,149.999997,120.000003,0.338416129,0.760610163
0.035,149.999997,125.000002,0.445688337,0.681216538
0.035,149.999997,130.000001,0.56025809,0.596416533
0.035,149.999997,135,0.678682446,0.508757472
0.035,149.999997,139.999999,0.797376692,0.420891404
0.035,149.999997,144.999998,0.91272068,0.335496902
0.035,149.999997,149.999997,1.02117145,0.255195886
0.035,149.999997,154.999996,1.11937487,0.182470858
0.035,149.999997,159.999995,1.20427442,0.119583994
0.035,149.999997,164.999994,1.27321327,0.0685019866
0.035,149.999997,169.999993,1.32402396,0.0308292452
0.035,149.999997,175.000006,1.35510409,0.00775259966
0.035,149.999997,180.000005,1.36547017,4.57024285e-08
0.035,149.999997,185.000004,1.35479498,0.00781477615
0.035,149.999997,190.000003,1.32341671,0.0309469085
0.035,149.999997,195.000002,1.27232814,0.0686622784
0.035,149.999997,200.000001,1.20314133,0.119768374
0.035,149.999997,205,1.11803174,0.182655931
0.035,149.999997,209.999999,1.01966262,0.255354643
0.035,149.999997,214.999998,0.911095619,0.33559975
0.035,149.999997,219.999997,0.795687735,0.420907885
0.035,149.999997,224.999996,0.676983654,0.508657277
0.035,149.999997,230.000009,0.558601797,0.596171677
0.035,149.999997,235.000008,0.444125444,0.680800974
0.035,149.999997,240.000007,0.33699289,0.760002792
0.035,149.999997,245.000006,0.240399212,0.831414104
0.035,149.999997,250.000005,0.157206357,0.892919421
0.035,149.999997,255.000004,0.089864634,0.942706704
0.035,149.999997,260.000003,0.0403477065,0.979316652
0.035,149.999997,265.000002,0.0101010958,1.00168097
0.035,149.999997,270.000001,5.39095936e-06,1.00914836
0.035,149.999997,275,0.0103540327,1.00150144
0.035,149.999997,279.999999,0.0408459641,0.978963077
0.035,149.999997,284.999998,0.0905932188,0.942189395
0.035,149.999997,289.999997,0.158143237,0.892253637
0.035,149.999997,294.999996,0.241516054,0.830619812
0.035,149.999997,299.999995,0.338255823,0.75910306
0.035,149.999997,304.999994,0.445495963,0.679822922
0.035,149.999997,309.999993,0.560037971,0.595144331
0.035,149.999997,314.999992,0.678440928,0.50761193
0.035,149.999997,319.999991,0.797121286,0.419875741
0.035,149.999997,324.99999,0.912460566,0.33461228
0.035,149.999997,329.999989,1.02091646,0.254442155
0.035,149.999997,334.999988,1.11913419,0.181846723
0.035,149.999997,339.999987,1.20405722,0.119087584
0.035,149.999997,345.000013,1.27302766,0.0681312308
0.035,149.999997,350.000012,1.32387578,0.0305829495
0.035,149.999997,355.000011,1.35499752,0.00762994867
0.035,149.999997,360.00001,1.36540759,9.61184014e-07
0.035,154.999996,0,1.36554098,9.14716168e-07
0.035,154.999996,4.99999985,1.35494888,0.00868357439
0.035,154.999996,9.99999971,1.32372856,0.0341451578
0.035,154.999996,15.0000004,1.27285683,0.075591296
0.035,154.999996,19.9999994,1.20392096,0.131729737
0.035,154.999996,25.0000001,1.11906791,0.200813904
0.035,154.999996,30.0000008,1.02093065,0.280700922
0.035,154.999996,34.9999998,0.912543654,0.368922502
0.035,154.999996,39.9999988,0.797242045,0.462764531
0.035,154.999996,45.0000013,0.678557336,0.559354305
0.035,154.999996,50.0000003,0.560105503,0.655750275
0.035,154.999996,54.9999993,0.445476323,0.749031782
0.035,154.999996,60.0000017,0.338125676,0.836388111
0.035,154.999996,65.0000007,0.241273746,0.915199578
0.035,154.999996,69.9999997,0.157812133,0.983114302
0.035,154.999996,74.9999987,0.0902224332,1.03811359
0.035,154.999996,79.9999977,0.0405071378,1.07856905
0.035,154.999996,84.9999967,0.010135266,1.10328591
0.035,154.999996,90.0000025,2.48355514e-06,1.11153507
0.035,154.999996,95.0000015,0.0104072914,1.10307431
0.035,154.999996,100.000001,0.0410429873,1.07815242
0.035,154.999996,105,0.0910059363,1.03750455
0.035,154.999996,109.999999,0.158819705,0.982331455
0.035,154.999996,115.000004,0.242475122,0.914267063
0.035,154.999996,120.000003,0.339484572,0.835334241
0.035,154.999996,125.000002,0.446951747,0.747888982
0.035,154.999996,130.000001,0.561653197,0.654553473
0.035,154.999996,135,0.68013072,0.558140039
0.035,154.999996,139.999999,0.798793972,0.461569846
0.035,154.999996,144.999998,0.91402781,0.367783666
0.035,154.999996,149.999997,1.02230299,0.279652596
0.035,154.999996,154.999996,1.12028766,0.199887678
0.035,154.999996,159.999995,1.20495284,0.13095355
0.035,154.999996,164.999994,1.27367008,0.0749882832
0.035,154.999996,169.999993,1.32430065,0.0337331332
0.035,154.999996,175.000006,1.35526359,0.00847431459
0.035,154.999996,180.000005,1.36559093,9.62136752e-08
0.035,154.999996,185.000004,1.35496008,0.00857364573
0.035,154.999996,190.000003,1.32370341,0.0339244716
0.035,154.999996,195.000002,1.27279949,0.0752575621
0.035,154.999996,200.000001,1.20383728,0.131280333
0.035,154.999996,205,1.11896527,0.2002462
0.035,154.999996,209.999999,1.02081621,0.280012846
0.035,154.999996,214.999998,0.912425339,0.368112683
0.035,154.999996,219.999997,0.797127187,0.461833239
0.035,154.999996,224.999996,0.678452432,0.558303297
0.035,154.999996,230.000009,0.560015202,0.654583752
0.035,154.999996,235.000008,0.44540441,0.747756124
0.035,154.999996,240.000007,0.338073701,0.835012078
0.035,154.999996,245.000006,0.241241261,0.913734436
0.035,154.999996,250.000005,0.1577968,0.981573641
0.035,154.999996,255.000004,0.09022028,1.03651345
0.035,154.999996,260.000003,0.0405127928,1.07692647
0.035,154.999996,265.000002,0.0101423701,1.10161901
0.035,154.999996,270.000001,4.18435002e-06,1.10986352
0.035,154.999996,275,0.010396718,1.10141695
0.035,154.999996,279.999999,0.041013822,1.07652807
0.035,154.999996,284.999998,0.0909528807,1.03593075
0.035,154.999996,289.999997,0.158738866,0.980823934
0.035,154.999996,294.999996,0.242364213,0.912840009
0.035,154.999996,299.999995,0.339343548,0.833999515
0.035,154.999996,304.999994,0.44678247,0.746655941
0.035,154.999996,309.999993,0.561459363,0.653428793
0.035,154.999996,314.999992,0.679917991,0.557128668
0.035,154.999996,319.999991,0.798569322,0.460674137
0.035,154.999996,324.99999,0.913799345,0.367004424
0.035,154.999996,329.999989,1.02207923,0.278989375
0.035,154.999996,334.999988,1.12007689,0.199339092
0.035,154.999996,339.999987,1.20476341,0.130517676
0.035,154.999996,345.000013,1.2735095,0.0746629611
0.035,154.999996,350.000012,1.32417381,0.033517126
0.035,154.999996,355.000011,1.3551743,0.00836680271
0.035,154.999996,360.00001,1.36554098,9.14716168e-07
0.035,159.999995,0,1.36565614,8.54525979e-07
0.035,159.999995,4.99999985,1.35509706,0.00932279415
0.035,159.999995,9.99999971,1.32397735,0.0366839543
0.035,159.999995,15.0000004,1.27326083,0.0812386572
0.035,159.999995,19.9999994,1.20451617,0.14161022
0.035,159.999995,25.0000001,1.1198653,0.215935707
0.035,159.999995,30.0000008,1.02191722,0.301926255
0.035,159.999995,34.9999998,0.913681805,0.396940172
0.035,159.999995,39.9999988,0.798475862,0.49806717
0.035,159.999995,45.0000013,0.679817855,0.602219582
0.035,159.999995,50.0000003,0.561320066,0.706227779
0.035,159.999995,54.9999993,0.446576834,0.806937993
0.035,159.999995,60.0000017,0.339057088,0.901306272
0.035,159.999995,65.0000007,0.242000669,0.986489892
0.035,159.999995,69.9999997,0.158323109,1.0599308
0.035,159.999995,74.9999987,0.0905312821,1.11942947
0.035,159.999995,79.9999977,0.0406515561,1.16320777
0.035,159.999995,84.9999967,0.0101722358,1.18996048
0.035,159.999995,90.0000025,1.62730862e-06,1.19888973
0.035,159.999995,95.0000015,0.0104426099,1.18973005
0.035,159.999995,100.000001,0.0411841162,1.16275442
0.035,159.999995,105,0.0913099125,1.11876678
0.035,159.999995,109.999999,0.159324259,1.05907905
0.035,159.999995,115.000004,0.243194178,0.985475123
0.035,159.999995,120.000003,0.340406835,0.900159538
0.035,159.999995,125.000002,0.448041856,0.805694282
0.035,159.999995,130.000001,0.562856376,0.704925418
0.035,159.999995,135,0.681379139,0.600897849
0.035,159.999995,139.999999,0.800015032,0.496766657
0.035,159.999995,144.999998,0.915152907,0.395700186
0.035,159.999995,149.999997,1.02327609,0.300784498
0.035,159.999995,154.999996,1.12107193,0.214926824
0.035,159.999995,159.999995,1.20553446,0.14076449
0.035,159.999995,164.999994,1.27406144,0.0805814788
0.035,159.999995,169.999993,1.3245368,0.0362348035
0.035,159.999995,175.000006,1.35539973,0.00909468904
0.035,159.999995,180.000005,1.36569464,1.62425081e-07
0.035,159.999995,185.000004,1.35510254,0.00923122279
0.035,159.999995,190.000003,1.3239522,0.0365000591
0.035,159.999995,195.000002,1.27320838,0.0809604302
0.035,159.999995,200.000001,1.20444131,0.141235307
0.035,159.999995,205,1.11977458,0.215461761
0.035,159.999995,209.999999,1.02181661,0.301351249
0.035,159.999995,214.999998,0.913578093,0.396262795
0.035,159.999995,219.999997,0.798375309,0.497287422
0.035,159.999995,224.999996,0.679725885,0.601338863
0.035,159.999995,230.000009,0.561240733,0.705249608
0.035,159.999995,235.000008,0.446513414,0.805867076
0.035,159.999995,240.000007,0.339010954,0.900150239
0.035,159.999995,245.000006,0.241971388,0.985258341
0.035,159.999995,250.000005,0.15830873,1.05863512
0.035,159.999995,255.000004,0.0905284435,1.11808288
0.035,159.999995,260.000003,0.0406556986,1.16182506
0.035,159.999995,265.000002,0.0101779588,1.18855691
0.035,159.999995,270.000001,3.09470329e-06,1.19748199
0.035,159.999995,275,0.010433971,1.18833494
0.035,159.999995,279.999999,0.0411599949,1.16138709
0.035,159.999995,284.999998,0.0912658051,1.11744237
0.035,159.999995,289.999997,0.159256831,1.05781126
0.035,159.999995,294.999996,0.243101522,0.984275639
0.035,159.999995,299.999995,0.340288818,0.899038315
0.035,159.999995,304.999994,0.447900146,0.804659307
0.035,159.999995,309.999993,0.562694013,0.703982055
0.035,159.999995,314.999992,0.681201041,0.60005039
0.035,159.999995,319.999991,0.79982698,0.4960168
0.035,159.999995,324.99999,0.914961815,0.395048589
0.035,159.999995,329.999989,1.02308941,0.300230503
0.035,159.999995,334.999988,1.12089646,0.214468911
0.035,159.999995,339.999987,1.20537734,0.140401006
0.035,159.999995,345.000013,1.27392888,0.0803102553
0.035,159.999995,350.000012,1.32443309,0.0360548235
0.035,159.999995,355.000011,1.35532796,0.00900515169
0.035,159.999995,360.00001,1.36565614,8.54525979e-07
0.035,164.999994,0,1.36574996,7.82321365e-07
0.035,164.999994,4.99999985,1.3552165,0.00983836316
0.035,164.999994,9.99999971,1.32417738,0.0387375839
0.035,164.999994,15.0000004,1.27358639,0.0858119801
0.035,164.999994,19.9999994,1.20499527,0.149617657
0.035,164.999994,25.0000001,1.12050855,0.228198886
0.035,164.999994,30.0000008,1.02271366,0.319149703
0.035,164.999994,34.9999998,0.914601803,0.419689357
0.035,164.999994,39.9999988,0.799473643,0.526748896
0.035,164.999994,45.0000013,0.680837989,0.637066662
0.035,164.999994,50.0000003,0.562303603,0.747287631
0.035,164.999994,54.9999993,0.447468579,0.85406661
0.035,164.999994,60.0000017,0.339812249,0.954169095
0.035,164.999994,65.0000007,0.242590353,1.04456842
0.035,164.999994,69.9999997,0.158737823,1.12253654
0.035,164.999994,74.9999987,0.0907821357,1.18572283
0.035,164.999994,79.9999977,0.0407689922,1.23222661
0.035,164.999994,84.9999967,0.0102024199,1.26064932
0.035,164.999994,90.0000025,9.89577075e-07,1.27013671
0.035,164.999994,95.0000015,0.0104711615,1.26040399
0.035,164.999994,100.000001,0.0412983261,1.23174369
0.035,164.999994,105,0.0915560052,1.18501699
0.035,164.999994,109.999999,0.159732729,1.12162924
0.035,164.999994,115.000004,0.243776307,1.04348743
0.035,164.999994,120.000003,0.341153204,0.952947497
0.035,164.999994,125.000002,0.448923796,0.852741599
0.035,164.999994,130.000001,0.563829124,0.745899856
0.035,164.999994,135,0.682388008,0.635658205
0.035,164.999994,139.999999,0.801001012,0.525362909
0.035,164.999994,144.999998,0.916060925,0.418367535
0.035,164.999994,149.999997,1.02406061,0.317932427
0.035,164.999994,154.999996,1.12170303,0.227122918
0.035,164.999994,159.999995,1.20600188,0.148715556
0.035,164.999994,164.999994,1.27437508,0.0851108059
0.035,164.999994,169.999993,1.32472575,0.0382582657
0.035,164.999994,175.000006,1.35550833,0.00959494617
0.035,164.999994,180.000005,1.36577785,2.41075128e-07
0.035,164.999994,185.000004,1.35521853,0.00976754446
0.035,164.999994,190.000003,1.32415533,0.03859533
0.035,164.999994,195.000002,1.27354264,0.0855966508
0.035,164.999994,200.000001,1.2049346,0.149327353
0.035,164.999994,205,1.12043536,0.227831662
0.035,164.999994,209.999999,1.02263284,0.31870386
0.035,164.999994,214.999998,0.914518595,0.419163734
0.035,164.999994,219.999997,0.799392998,0.526143551
0.035,164.999994,224.999996,0.680764258,0.636382163
0.035,164.999994,230.000009,0.562239826,0.746526957
0.035,164.999994,235.000008,0.447417438,0.853233337
0.035,164.999994,240.000007,0.339774787,0.953269064
0.035,164.999994,245.000006,0.242566392,1.04360902
0.035,164.999994,250.000005,0.158725768,1.12152648
0.035,164.999994,255.000004,0.0907793343,1.18467331
0.035,164.999994,260.000003,0.0407718681,1.23114848
0.035,164.999994,265.000002,0.0102067329,1.25955498
0.035,164.999994,270.000001,2.15551063e-06,1.2690388
0.035,164.999994,275,0.0104645733,1.25931597
0.035,164.999994,279.999999,0.0412797481,1.2306776
0.035,164.999994,284.999998,0.0915218815,1.18398476
0.035,164.999994,289.999997,0.159680501,1.12064087
0.035,164.999994,294.999996,0.243704334,1.04255319
0.035,164.999994,299.999995,0.341061503,0.952074528
0.035,164.999994,304.999994,0.448813587,0.85193634
0.035,164.999994,309.999993,0.56370306,0.745166302
0.035,164.999994,314.999992,0.682249665,0.634999752
0.035,164.999994,319.999991,0.800854981,0.52478081
0.035,164.999994,324.99999,0.915912509,0.417862087
0.035,164.999994,329.999989,1.02391589,0.317502946
0.035,164.999994,334.999988,1.12156713,0.22676827
0.035,164.999994,339.999987,1.20588076,0.148434132
0.035,164.999994,345.000013,1.27427292,0.0849009007
0.035,164.999994,350.000012,1.32464647,0.0381190144
0.035,164.999994,355.000011,1.35545421,0.00952570233
0.035,164.999994,360.00001,1.36574996,7.82321365e-07
0.035,169.999993,0,1.36581957,7.00245437e-07
0.035,169.999993,4.99999985,1.355304,0.0102145867
0.035,169.999993,9.99999971,1.32432294,0.0402434766
0.035,169.999993,15.0000004,1.27382243,0.08917135
0.035,169.999993,19.9999994,1.2053448,0.155505434
0.035,169.999993,25.0000001,1.12097824,0.237222552
0.035,169.999993,30.0000008,1.023296,0.331831366
0.035,169.999993,34.9999998,0.915275156,0.436449379
0.035,169.999993,39.9999988,0.800204754,0.547891319
0.035,169.999993,45.0000013,0.681586087,0.662767172
0.035,169.999993,50.0000003,0.563025475,0.777585268
0.035,169.999993,54.9999993,0.448123574,0.888858497
0.035,169.999993,60.0000017,0.340367287,0.993210912
0.035,169.999993,65.0000007,0.243024096,1.08747864
0.035,169.999993,69.9999997,0.159043133,1.16880572
0.035,169.999993,74.9999987,0.0909670591,1.23473084
0.035,169.999993,79.9999977,0.0408557616,1.28325891
0.035,169.999993,84.9999967,0.0102248872,1.31292248
0.035,169.999993,90.0000025,5.87227362e-07,1.3228246
0.035,169.999993,95.0000015,0.0104919644,1.3126663
0.035,169.999993,100.000001,0.0413817987,1.28275454
0.035,169.999993,105,0.0917360783,1.23399389
0.035,169.999993,109.999999,0.16003181,1.16785848
0.035,169.999993,115.000004,0.24420251,1.08634973
0.035,169.999993,120.000003,0.341699511,0.991935253
0.035,169.999993,125.000002,0.449569136,0.887474775
0.035,169.999993,130.000001,0.564540684,0.776135623
0.035,169.999993,135,0.683125198,0.661295772
0.035,169.999993,139.999999,0.801721036,0.546442986
0.035,169.999993,144.999998,0.916722894,0.435067892
0.035,169.999993,149.999997,1.02463162,0.330558956
0.035,169.999993,154.999996,1.12216139,0.236097589
0.035,169.999993,159.999995,1.20634019,0.154562011
0.035,169.999993,164.999994,1.27460074,0.0884378776
0.035,169.999993,169.999993,1.32486093,0.0397419967
0.035,169.999993,175.000006,1.35558593,0.00995991752
0.035,169.999993,180.000005,1.36583805,3.28731346e-07
0.035,169.999993,185.000004,1.35530424,0.010166348
0.035,169.999993,190.000003,1.32430637,0.0401465595
0.035,169.999993,195.000002,1.27379179,0.0890245885
0.035,169.999993,200.000001,1.20530176,0.155307502
0.035,169.999993,205,1.1209265,0.236972064
0.035,169.999993,209.999999,1.02323925,0.331527084
0.035,169.999993,214.999998,0.915216923,0.43609038
0.035,169.999993,219.999997,0.800148368,0.547477663
0.035,169.999993,224.999996,0.681534588,0.662299275
0.035,169.999993,230.000009,0.562980771,0.777065158
0.035,169.999993,235.000008,0.448087633,0.888288558
0.035,169.999993,240.000007,0.340340972,0.992594898
0.035,169.999993,245.000006,0.243007109,1.08682156
0.035,169.999993,250.000005,0.159034431,1.16811419
0.035,169.999993,255.000004,0.090964824,1.23401177
0.035,169.999993,260.000003,0.0408575535,1.28251982
0.035,169.999993,265.000002,0.0102277687,1.31217253
0.035,169.999993,270.000001,1.39678673e-06,1.32207251
0.035,169.999993,275,0.0104875155,1.31192088
0.035,169.999993,279.999999,0.0413691662,1.28202415
0.035,169.999993,284.999998,0.0917128325,1.23328638
