FFT Dimension (GHz),Re( Z ) (ohm),Im( Z ) (ohm)
0.0053313025,1704.30188,-1951.42578
0.005340789,1697.78174,-1963.25879
0.0053502755,1690.6991,-1975.49341
0.0053597615,1684.19165,-1987.32666
0.005369248,1676.80859,-1999.08557
0.005378734,1669.41907,-2010.91541
0.0053882205,1662.427,-2022.57178
0.005397707,1654.93677,-2034.06079
0.005407193,1646.60229,-2045.49707
0.0054166795,1638.58594,-2057.04834
0.0054261655,1630.64453,-2068.43677
0.005435652,1622.05408,-2079.83618
0.0054451385,1613.74768,-2091.2478
0.0054546245,1604.88586,-2101.95703
0.005464111,1595.91638,-2112.74805
0.0054735975,1586.60217,-2123.62646
0.0054830835,1577.30115,-2134.28687
0.00549257,1567.63879,-2145.07373
0.005502056,1558.36267,-2155.47681
0.0055115425,1548.3186,-2165.65308
0.005521029,1538.21692,-2175.89502
0.005530515,1528.08167,-2186.07471
0.0055400015,1517.79224,-2195.8689
0.0055494875,1507.45264,-2205.77661
0.005558974,1496.18054,-2215.62866
0.0055684605,1485.81775,-2225.04858
0.0055779465,1474.80664,-2234.33862
0.005587433,1463.66479,-2243.19922
0.005596919,1452.35413,-2252.61523
0.0056064055,1440.90442,-2261.38647
0.005615892,1429.57996,-2270.06299
0.005625378,1417.86292,-2278.36035
0.0056348645,1406.00757,-2286.79761
0.0056443505,1393.92896,-2294.91064
0.005653837,1381.81055,-2303.13672
0.0056633235,1369.89441,-2310.71143
0.0056728095,1357.68237,-2318.38794
0.005682296,1345.17346,-2325.70654
0.005691782,1332.63257,-2333.03662
0.0057012685,1319.73804,-2339.99854
0.005710755,1307.17969,-2347.11499
0.005720241,1294.42395,-2353.68335
0.0057297275,1281.61865,-2359.82495
0.005739214,1268.35303,-2366.32324
0.0057487,1255.09216,-2372.31104
0.0057581865,1242.35046,-2378.40869
0.0057676725,1229.18335,-2384.07983
0.005777159,1215.82434,-2389.3501
0.0057866455,1202.47241,-2394.65259
0.0057961315,1188.69165,-2399.67749
0.005805618,1175.59949,-2404.80298
0.005815104,1161.84863,-2409.52539
0.0058245905,1148.41626,-2414.00879
0.005834077,1134.41077,-2417.92407
0.005843563,1120.9436,-2421.95825
0.0058530495,1107.62927,-2425.67017
0.0058625355,1093.65076,-2429.66943
0.005872022,1080.02368,-2433.06226
0.0058815085,1066.20032,-2436.25269
0.0058909945,1052.51208,-2439.37036
0.005900481,1038.71667,-2442.01733
0.005909967,1024.58801,-2444.72388
0.0059194535,1011.00494,-2447.13306
0.00592894,997.054688,-2449.4043
0.005938426,983.262512,-2451.19434
0.0059479125,969.773438,-2453.15381
0.0059573985,956.296021,-2454.53198
0.005966885,942.321655,-2455.95728
0.0059763715,928.822632,-2457.15088
0.0059858575,914.987915,-2458.04395
0.005995344,901.240479,-2458.98804
0.0060048305,887.498047,-2459.55884
0.0060143165,873.899597,-2460.26099
0.006023803,860.401978,-2460.25342
0.006033289,846.87384,-2460.271
0.0060427755,833.333191,-2460.22485
0.006052262,819.916443,-2459.99316
0.006061748,806.59491,-2459.47095
0.0060712345,793.403748,-2458.94922
0.0060807205,780.277039,-2458.34302
0.006090207,767.072754,-2457.02075
0.0060996935,754.080017,-2455.98242
0.0061091795,740.933289,-2454.76978
0.006118666,727.795654,-2453.19751
0.006128152,714.921265,-2451.25049
0.0061376385,702.330139,-2449.46509
0.006147125,689.494019,-2447.72119
0.006156611,676.821045,-2445.47485
0.0061660975,664.18103,-2443.15698
0.0061755835,651.841919,-2441.10791
0.00618507,639.590271,-2438.64014
0.0061945565,627.22467,-2435.64551
0.0062040425,615.267029,-2432.54907
0.006213529,602.993286,-2429.47461
0.006223015,590.8573,-2426.4856
0.0062325015,578.802002,-2423.32178
0.006241988,566.892334,-2420.03662
0.006251474,555.425537,-2416.19849
0.0062609605,544.066101,-2412.48975
0.006270447,532.430481,-2409.10791
0.006279933,520.742126,-2405.14893
0.0062894195,509.428558,-2401.07812
0.0062989055,498.553436,-2396.64282
0.006308392,487.33606,-2392.77271
0.0063178785,476.429077,-2388.4939
0.0063273645,465.58194,-2384.03857
0.006336851,454.4935,-2379.49463
0.006346337,444.053009,-2375.0166
0.0063558235,433.389099,-2370.17188
0.00636531,423.041382,-2365.22119
0.006374796,412.690979,-2360.38574
0.0063842825,402.534424,-2355.60718
0.0063937685,392.395813,-2350.4834
0.006403255,382.575165,-2345.13135
0.0064127415,372.549774,-2339.91724
0.0064222275,362.82254,-2334.75879
0.006431714,353.368073,-2329.52905
0.0064412,343.630829,-2323.77881
0.0064506865,334.547729,-2318.23413
0.006460173,325.105713,-2313.02881
0.006469659,315.838867,-2307.14307
0.0064791455,306.974915,-2301.56665
0.006488632,298.001709,-2295.91138
0.006498118,288.936127,-2289.96338
0.0065076045,280.196991,-2283.90234
0.0065170905,271.70575,-2278.03345
0.006526577,263.181305,-2272.14355
0.0065360635,254.889923,-2266.13306
0.0065455495,246.552887,-2260.28003
0.006555036,238.259567,-2253.89233
0.006564522,230.387421,-2247.71167
0.0065740085,222.41069,-2241.57788
0.006583495,214.862518,-2235.34912
0.006592981,206.763702,-2229.05737
0.0066024675,199.261948,-2222.71338
0.0066119535,191.71283,-2216.25806
0.00662144,184.445435,-2210.16919
0.0066309265,177.145676,-2203.49829
0.0066404125,170.026947,-2197.20361
0.006649899,162.935699,-2190.7395
0.006659385,156.005371,-2184.31348
0.0066688715,148.965057,-2177.98291
0.006678358,142.321747,-2171.37988
0.006687844,135.430328,-2164.66235
0.0066973305,128.967682,-2158.33667
0.0067068165,122.570938,-2151.6958
0.006716303,116.235313,-2145.19141
0.0067257895,109.80835,-2138.36694
0.0067352755,103.703911,-2131.92212
0.006744762,97.720787,-2125.50635
0.0067542485,91.6051331,-2118.91357
0.0067637345,85.7346344,-2112.06641
0.006773221,80.1258087,-2105.50098
0.006782707,74.3568878,-2098.98706
0.0067921935,68.7153854,-2092.26782
0.00680168,63.2074547,-2085.64673
0.006811166,57.6998024,-2079.18677
0.0068206525,52.453495,-2072.37549
0.0068301385,47.2298965,-2065.78589
0.006839625,41.9995003,-2059.24683
0.0068491115,36.9325752,-2052.55054
0.0068585975,31.9594994,-2045.98291
0.006868084,27.1199341,-2039.28149
0.00687757,22.3063736,-2032.7373
0.0068870565,17.5188656,-2026.13684
0.006896543,12.8085489,-2019.60034
0.006906029,8.36281967,-2013.08704
0.0069155155,3.67204642,-2006.50317
0.0069250015,-0.645033121,-1999.84192
0.006934488,-5.06996441,-1993.30994
0.0069439745,-9.23050594,-1986.7439
0.0069534605,-13.3891306,-1980.17236
0.006962947,-17.5145359,-1973.78735
0.006972433,-21.6396542,-1967.349
0.0069819195,-25.5734997,-1960.92346
0.006991406,-29.4878521,-1954.47302
0.007000892,-33.3087387,-1947.84912
